.changzhou20110307.txt|数据制作: BusLineDataSpider|作者: 小超(ourloveliness@gmail.com)|更新日期: 2011-3-7 13:10:05

B1路◎ 武进公交中心站[B]-武进汽车客运站[B]-信息学院[B]-机电学院[B]-轻工学院[B]-滆湖路[B]-淹城公交中心站[B]-长虹路[B]-广电路[B]-人民路[B]-聚湖路[B]-中吴大道[B]-光华路[B]-兰陵[B]-广化街[B]-怀德桥[B劳动西路]-江南商场[B]-西新桥[B]-万福桥[B]-飞龙路[B]-龙城大道[B]-太湖路[B]-汉江路[B]-黄河东路[B]-新北公交中心站[外]:{      } BRT线路 武进公交中心站-新北公交中心站 一元 五汽公司
1路◎ 火车站公交中心站(关河东路回车场)-火车站[广场]-火车站西-怡康花园-青山桥-西新桥[东]-瑞金医院-江南商场-第四医院[南]-电子新村-兰园(中天体育馆)-兰陵-光华路(金农宾馆)-浦北新村-光华路和平路-清凉南站-光华路龙游路-朝阳四村[朝阳二小]-龙阳桥[天宁区妇幼保健所]-丽华北站-丽华一村:{      } 城区线路 火车站公交中心站-丽华一村 一元 一汽公司
2路◎ 滆湖路公交中心站[回车场]-工程学院[曲棍球基地]-纺织学院-刑村-北庙桥-轻工学院西门-机电学院-名仕佳园-信息学院-常州科教城-常州大学武进校区[永安路]-永安花苑[永安路]-府东路(世贸中心)-和平路长虹路(武进市政处)-和平路虹北路(武进交通局)-阳湖名城-和平路广电路(武进公安干校)-湖塘乐购-省武高-和平路人民路(时代家具城)-和平路东方路(东庄)-明都摩托城[西]-龙城大桥-和平路中吴大道-中医院南院-清凉新村-清凉寺-保险大厦-文化宫[国美家电城]-明都大饭店-新丰东桥(火车站)-火车站(小东门商城)-红梅街道[竹林西路]-常州客运中心东-常州客运中心[回车场]:{      } 城区线路 滆湖路公交中心站-常州客运中心 一元 巴士公司
3路◎ 花园公交中心站[回车场]-花园新村-丽丰苑-马公桥[东]-会馆浜桥-怀德桥[西]-瞿秋白纪念馆-新世纪商城[红星大剧院]-小营前-文化宫[房产市场]-天宁寺-东太平桥-东坡公园(儿童医院)-朝阳桥-兆丰花苑-高家弄-白家桥:{      } 城区线路 花园公交中心站-白家桥 一元 一汽公司
6路◎ 机械新村-芦墅桥[市北中学]-龙船浜-红星新村-金色新城-江南商场-瞿秋白纪念馆-新世纪商城[红星大剧院]-小营前-保险大厦-清凉寺-清凉新村-中医院南院-离宫路和平路-常化厂-梅龙坝-周家村-常州四药厂-聋哑学校-丽华三村-丽华南路[回车场]:{      } 城区线路 机械新村-丽华南路 一元 一汽公司
7路◎ 红梅公交中心站[回车场]-东太平桥-东坡公园(儿童医院)-朝阳桥-兆丰花苑-高家弄-政成桥(公交驾训队)-三号桥-青洋运河大桥-鼎成钢材市场-徐窑-常宝钢管-丁堰-南洋街-戚电厂-戚机厂-戚区工房三区-戚大街-戚墅堰-汇龙湾家园-戚墅堰公交中心站:{      } 城区线路 红梅公交中心站—戚墅堰公交中心站 一元 巴士公司
8路◎ 文化宫[广场]-保险大厦-同济桥东-龙游路[劳动中路]-朝阳新村(常州福利院)-陶家村-采菱桥(常州中心血站)-南岸村桥-健民制药厂-劳动东路青洋路-常州热电厂-雕庄医院-东南印染厂-清溪-常州制药厂-雄联印染-雕庄团结村-梅港-鑫福苑-河苑家园-河苑新村-河苑东村-圩墩公园-戚墅堰街道(办)-圩墩新村-宋剑南路-建农工业园-沟东-遥观建农村:{      } 城区线路 遥观建农村-文化宫 一元 巴士公司
10路◎ 永宁北路公交中心站[回车场]-永宁雅苑-永宁路龙城大道-翠竹东站-翠竹新村-翠竹西站-永宁花园[百姓人家翠竹店]-北环新村-红星美凯龙-飞龙路竹林路-红梅东村-红梅文化站-红梅新村-五角场新村-朝阳新村[丽华北路]-丽华路光华路(光华路东)-丽华北站-丽华一村-丽华二村[丽华北路]-城巷(勤丰村委)-阳湖大桥[丽华南路]-丽华南村-贺北村-人民路火炬路-人民路星火路-人民路降子路-阳湖综合市场-和平路人民路(时代家具城)-省武高-湖塘乐购[回车场]:{      } 城区线路 永宁北路公交中心站-湖塘乐购 一元 巴士公司
10-1路◎ 永宁北路公交中心站[回车场]-永宁雅苑-永宁路龙城大道-翠竹东站-翠竹新村-翠竹西站-永宁花园[百姓人家翠竹店]-北环新村-红星美凯龙-飞龙路竹林路-红梅东村-红梅文化站-红梅新村-五角场新村-朝阳新村[丽华北路]-丽华路光华路(光华路东)-丽华北站-丽华一村-丽华二村[丽华北路]-城巷(勤丰村委)-阳湖大桥[丽华南路]-丽华南村-贺北村-奚家桥-锅炉辅机厂-翠菊山庄[西]-长虹村-湖塘纺织城西-湖塘纺织城-湖塘纺织城公交中心站[回车场]:{      } 城区线路 永宁北路公交中心站-湖塘纺织城公交中心站 一元 巴士公司
11路◎ 龙虎塘公交中心站[回车场]-龙虎塘东-月星家居[S340]-锦江国际大酒店-凤凰大酒店[金陵江南大饭店东]-天安工业村-三井(龙锦路)-通江路龙城大道-常工院-金百国际-飞龙路通江路[家乐福飞龙店]-锦绣花园-聚博花园[晋陵北苑]-永宁花园[百姓人家翠竹店]-北环新村-红星美凯龙-竹林路飞龙路-红梅街道[卫生服务中心]-小东门商城[大润发关河店]-新丰桥[新民里西口]-明都大饭店-文化宫[房产市场]-天宁寺-红梅公交中心站[回车场]:{      } 城区线路 龙虎塘公交中心站-红梅公交中心站 一元 三汽公司
12路◎ 白云南路公交站-西塘桥[陈渡新苑]-锦阳花园-荆川里小区[紫荆东路]-清潭西站-清潭新村(激光医院)-清潭东站(永红医院)-紫阳花园-中天体育馆-电子新村-第四医院[南]-瞿秋白纪念馆-县直街-第一医院-明都大饭店[常州供电公司]-新丰东桥(火车站):{      } 城区线路 白云南路公交站-火车站 一元 一汽公司
14路◎ 永宁北路公交中心站[回车场]-永宁雅苑-永宁路龙城大道-翠竹东站-翠竹新村-翠竹西站-永宁花园-武进医院[永宁路]-永宁路-火车站-新丰桥[新民里西口]-明都大饭店-文化宫[购物中心]-保险大厦-电脑城-劳动路晋陵路(九洲百脑汇)-九洲服装城-江南春宾馆-三桥头-烈士陵园-中吴大道(常州三院)-中凉新村-北建新村-兰陵路聚湖路-兰陵路东方路-兰陵路人民路-兰陵路定安路-兰陵路广电路-长虹路兰陵路-府北路长虹路-武进区政府北门[西]-武进建设局东门[环府路]-淹城公交中心站[回车场]:{      } 城区线路 永宁北路公交中心站-淹城公交中心站 一元 巴士公司
16路◎ 翠竹新村[回车场]-北环新村[新堂路]-竹林路新堂路(常州客运中心)-武进医院[竹林西路]-永宁路-火车站-新丰桥[新民里西口]-明都大饭店-文化宫[购物中心]-保险大厦-同济桥东-龙游路[劳动中路]-朝阳新村(常州福利院)-朝阳新村[丽华北路]-丽华路光华路(光华路东)-龙阳桥[天宁区妇幼保健所]-朝阳四村[朝阳二小]-龙游路光华路-三宝浜桥-中吴大道龙游路-丽华二村[中吴大道]:{      } 城区线路 翠竹新村-丽华二村 一元 巴士公司
19路◎ 锦海星城[回车场]-滨江明珠城-新龙花苑-北郊中学新北校区-腾龙苑-辽河路-张家塘-漓江路-富都小区-嘉新花园-新北区政府(高新科技园)-人力资源市场(市行政服务中心)-科四路(华山医院)-河海路惠山路-巢湖路[河海大学西门]-太湖东路惠山路-府翰苑-晋陵路太湖路-奥体中心北门[新区实验中学北门]-行政中心东门-常州市民广场[常州大戏院]-红豆山庄-锦绣东苑-聚博花园-盛世名门花苑-滚针轴承厂-新天地花苑-怡康花园-火车站-火车站(小东门商城)-景福苑-红梅公园东门-红梅公园南门-红梅公交中心站[回车场]:{      } 城区线路 锦海星城-红梅公交中心站 一元 三汽公司
19-1路(Z1)◎ 月星家居-龙虎塘-龙虎塘开发区-新四路云台山路(国际学校新校区)-锦海星城-旅游商贸学校:{      } 城区线路 月星家居-旅游商贸学校 一元 三汽公司
20路◎ 火车站公交中心站(关河东路回车场)-新丰桥[新民里西口]-明都大饭店-文化宫(省常中)-保险大厦-清凉寺-清凉新村-中医院南院-和平路中吴大道-龙城大桥-明都摩托城[北]-四季新城-新城桥-愈家村-东方路星火路-夏城花园-阳湖大桥[东方路]-丽华南村-贺北村-奚家桥-锅炉辅机厂-翠菊山庄[西]-长虹村-湖塘纺织城西-湖塘纺织城-湖塘纺织城公交中心站[回车场]:{      } 城区线路 火车站公交中心站－湖塘纺织城公交中心站 一元 巴士公司
21路◎ 薛家公交中心站[回车场]-玉龙路赢平路-金融路玉龙路-振兴桥-松林桥-薛冶路庆阳路-薛冶路汉江西路-薛冶路河海西路-冶金厂(宝菱重工)-前进村委-新冶路新前路-凌家村委-新冶路新龙路-新冶路新昌路-新闸-华泰纺织-新昌路新庆路-新闸民营工业园-新昌花苑-变压器厂-五星桥东-客车厂-新新村委-西涵洞桥-机械新村-芦墅桥[市北中学]-北新巷小区-西新桥[东]-青山桥-怡康花园-火车站:{      } 城区线路 薛家公交中心站-火车站 一元 三汽公司
23路◎ 白荡河公交中心站[回车场]-中吴大道长江路-长木桥东-江苏技术师范学院-紫荆苑-荆川路-荆川东园-荣亨逸都-清潭花苑-清潭西站-清潭新村(激光医院)-清潭东站(永红医院)-紫阳花园-中天体育馆-广化街-苏宁电器-南大街-新世纪商城-小营前-文化宫-天宁寺-红梅公交中心站[武青路]:{      } 城区线路 白荡河公交中心站-红梅公交中心站 一元 一汽公司
24路◎ 清潭新村[回车场]-清潭东站[永红医院东门]-丰泽宾馆-怀南苑-会馆浜公寓-劳动西路-第四医院[南]-瞿秋白纪念馆-新世纪商城-健身路西横街-西上园-通济桥-健身路铁路立交-健身北路飞龙路-锦绣路-常州规划馆(常州博物馆)-行政中心西门-太湖东路惠山南路-惠山路太湖东路-巢湖路[河海大学西门]-岷江路-新区公园[东]-庐山路汉江路-庐山桥-江南五金机电城[晋陵北路]-长江贸易中心:{      } 城区线路 清潭新村-长江贸易中心 一元 一汽公司
25路◎ 白云新村[回车场]-常州大学白云校区-星明医院-花园西村-花园新村-丽丰苑-马公桥[南]-清潭六村-清潭新村(激光医院)-清潭东站(永红医院)-紫阳花园-中天体育馆-广化街-苏宁电器[吊桥路]-东头村-吊桥路晋陵中路-同济桥-德安医院-桃园新村-东坡公园(儿童医院)-朝阳桥-五角场新村-红梅新村:{      } 城区线路 白云新村-红梅新村 一元 一汽公司
29路◎ 龙虎塘公交中心站[回车场]-玲珑社区-龙业路黄河路-中华恐龙园[龙业路]-河海社区卫生服务中心-河海路巫山路-常工院新北校区-巫山路太湖东路-天目山路太湖路-水木年华[西]-藻江北站-藻江花园-龙城大道天目山路-翠竹东站-翠竹新村-翠竹西站-永宁花园[百姓人家翠竹店]-北环新村-红星美凯龙-竹林路飞龙路-红梅街道[卫生服务中心]-小东门商城[大润发关河店]-新丰桥(火车站)-椿庭桥(妇幼保健院)-公交集团公司-晋陵中路[博爱路]-健身路-县直街:{      } 城区线路 龙虎塘公交中心站-县直街 一元 三汽公司
31路◎ 永宁北路公交中心站[回车场]-永宁雅苑-永宁路龙城大道-翠竹东站-翠竹新村-翠竹西站-永宁花园-聚博花园[晋陵北苑]-锦绣花园-飞龙路通江路[家乐福飞龙店]-万福桥-西新桥[北]-瑞金医院-江南商场-第四医院[南]-电子新村-兰园(中天体育馆)-兰陵-光华路(金农宾馆)-浦北新村[光华路]-浦南新村-中吴大道(常州仁慈医院)-和平路中吴大道-明都摩托城[西]-和平路东方路(东庄)-和平路人民路(时代家具城)-省武高-湖塘乐购-南洋公交中心站[回车场]:{      } 城区线路 永宁北路公交中心站－南洋公交中心站 一元 巴士公司
33路◎ 新北公交中心站[回车场]-江南五金机电城[晋陵北路]-保纳商业广场-汉江路庐山路-凤凰大酒店[北]-天安工业村-河海路惠山路-兰翔新村[河海大学北门]-河海东路晋陵北路-常工院新北校区-巫山路太湖东路-东南花园-晋陵路太湖路-奥体中心北门[新区实验中学东门]-常州市民广场[常州大戏院]-红豆山庄-锦绣东苑-聚博花园-盛世名门花苑-滚针轴承厂-新天地花苑[青山路]-北直街小区(常州口腔医院)-博爱路[北直街]-项家花园-第一医院-明都大饭店[常州供电公司]-文化宫(省常中)-保险大厦-清凉寺-光华路和平路-清凉南站-光华路龙游路-浦前东路龙游路-清凉新村南:{      } 城区线路 新北公交中心站-清凉新村南 一元 三汽公司
38路◎ 新城长岛-新城长岛南门-串心浜桥-沈家花苑-绿园爱舍小区-技术师范学院西门-江苏技术师范学院-长木桥东-中吴大道长江路-常州车管所东-荡南-烈士陵园-三桥头-江南春宾馆-九洲服装城-劳动路晋陵路(九洲百脑汇)-电脑城-保险大厦-文化宫[国美家电城]-明都大饭店-新丰东桥(火车站):{      } 城区线路 新城长岛-火车站 一元 一汽公司
39路◎ 火车站公交中心站(关河东路回车场)-火车站[广场]-怡康花园-北直街小区(常州口腔医院)-博爱路[北直街]-健身路-新世纪商城-瞿秋白纪念馆-第四医院-西仓桥-大仓路-勤业新村-勤业四村-莱茵花苑-欧尚五星店[星湖路]-洪庄桥-五星公园[蓝天花园]-白云东苑-常州党校-常州大学白云校区[南门]-汤家村委-省建设高等学校:{      } 城区线路 火车站公交中心站-省建设高等学校 一元 一汽公司
42路◎ 荆川公园[回车场]-清潭西路长江中路-清潭新村(激光医院)-清潭东站(永红医院)-紫阳花园-中天体育馆-广化街-苏宁电器-南大街-县直街-常州宾馆[晋陵中路]-博爱路[晋陵中路]-北直街小区-新天地花苑-滚针轴承厂-盛世名门花苑-聚博花园-锦绣东苑-红豆山庄-常州市民广场[国际会展中心]-奥体中心北门[新区实验中学东门]-晋陵路太湖路-河海大学东门-珠江花园-新天安城市花园-保纳商业广场-江南五金机电城[晋陵北路]-长江贸易中心:{      } 城区线路 荆川公园-长江贸易中心 一元 一汽公司
43路◎ 薛家公交中心站[回车场]-丽园桥-薛家西站-松林桥-振兴桥-金融路玉龙路-顺园新村(华夏艺博园)-前巷桥-工业技术玻璃-龙江路[汉江路]-江苏久信-常州安厦(昆仑路)-汾水路-三井开发园区-太湖路长江路-前桥小区-飞龙路长江路-新城玉龙湾-邵家塘-西新桥三村-芦墅桥-芦墅路-金色新城-江南商场公交回车场:{      } 城区线路 薛家公交中心站-江南商场公交回车场 一元 三汽公司
45路◎ 薛家公交中心站[回车场]-薛家医院-赢平路[奥园路]-顺园一村-奥林匹克花园-黄河西路龙江路-黄河西路乐山路-鸿尔达集团(千红药业)-金沙江路[长江北路]-汉江路[长江北路]-三晶工业园区[长江北路]-河海西路[长江北路]-西江路[长江北路]-前桥小区-飞龙路长江路-新城玉龙湾-邵家塘-西新桥三村-芦墅桥-北新巷小区-西新桥[西]-江南商场公交回车场:{      } 城区线路 薛家公交中心站-江南商场公交回车场 一元 三汽公司
46路◎ 江南商场公交回车场-瑞金医院-西新桥[北]-万福桥-飞龙路通江路[金百国际]-飞龙路鼎泰路-金梅花园(泰山路飞龙路)-泰山路龙城大道-三井西桥-泰山路太湖路-泰山新村-嘉顺花园-汇丰新村-河海路衡山路(原常州海关)-河海路泰山路-河海路秦岭路-河海路华山路-华山路河海路-三晶工业园区[华山中路]-华山路汉江路-华山路黄河路-公交三公司-凤凰名城-腾龙苑-盘龙园桥-紫阳美地山庄-九洲花园-龙虎塘[街办]:{      } 城区线路 江南商场公交回车场-龙虎塘 一元 三汽公司
46路区间◎ 江南商场公交回车场-瑞金医院-西新桥[北]-万福桥-飞龙路通江路[金百国际]-飞龙路鼎泰路-金梅花园(泰山路飞龙路)-泰山路龙城大道-三井西桥-泰山路太湖路-泰山新村-嘉顺花园-汇丰新村-河海路衡山路(原常州海关)-河海路泰山路-河海路秦岭路-河海路华山路-华山路河海路-三晶工业园区[华山中路]-华山路汉江路-华山路黄河路-公交三公司:{      } 城区线路 江南商场公交回车场－公交三公司 一元 三汽公司
47路◎ 薛家公交中心站[回车场]-橄榄城-赢平路[奥园路]-顺园一村-奥园桥-薛家南站-富康路[奥园路]-顾家塘桥-河海路顺园路-江苏现代-昆仑路清江路-太湖路昆仑路-太湖路天山路-太湖路长江路-太湖路华山路[前桥小区北]-太湖中路桥[泰山二村]-太湖路泰山路[泰山三村]-太湖明珠苑-三井桥-行政中心北门-常州地税局-体育中心[大诚苑]-水木年华[南]-绿洲家园-龙锦路永宁北路-永宁雅苑-永宁路龙城大道-翠竹东站-翠竹新村-翠竹西站-永宁花园-武进医院[竹林西路]-竹林路新堂路(常州客运中心):{      } 城区线路 薛家公交中心站-常州客运中心 一元 三汽公司
50路◎ 花园公交中心站[回车场]-花园新村-丽丰苑-长江路星园路-长江路勤业路-三堡街小区-芦墅广景园-蒋家塘[长江中路]-银河湾第一城-长江路飞龙路-前桥小区-太湖路华山路[前桥小区北]-太湖中路桥[泰山二村]-太湖路泰山路[泰山三村]-太湖明珠苑-太湖路通江路-行政中心北门-奥体中心北门[新区实验中学北门]-水木年华[南]-绿洲家园[回车场]:{      } 城区线路 花园公交中心站-绿洲家园 一元 一汽公司
51路◎ 公交一公司-邹傅路-邹傅村委[西林看守所]-西林医院-西林-西林中学-西林路-龙江路-谭墅-汇源实业-花园公交中心站[外]-花园新村-丽丰苑-马公桥[东]-会馆浜桥-怀德桥[西]-江南商场-荷花池公寓:{      } 城区线路 公交一公司-荷花池公寓 一元 一汽公司
52路◎ 钟楼开发区科技工业园南站-科技创业中心-钟楼开发区科技工业园北站-樱花路[星港路]-桂花路[星港路]-梅花路[星港路]-星港花园(枫逸人家)-大运河之星-星港路茶花路(景瑞曦城)-钟楼区政府(青枫公园)-青枫公馆-星港路龙江路-白云北站-白云新村-常州党校-白云东苑-五星公园[蓝天花园]-星园桥[蓝天花园二期]-华府家园[花之园]-玫瑰苑小区-朱家村-勤德家园-怀德桥[西]-电子新村-广化街-苏宁电器-南大街-人民公园:{      } 城区线路 钟楼开发区科技工业园南站-人民公园 一元 一汽公司
53路◎ 绿洲家园[回车场]-水木年华[南]-藻江北站-藻江花园-红豆山庄-锦绣路-金百国际-万福桥-西新桥[北]-西新桥[东]-青山桥-北直街小区(常州口腔医院)-博爱路[北直街]-常州宾馆[化龙巷]-小河沿-小营前-文化宫[房产市场]-天宁寺-红梅公交中心站[回车场]:{      } 城区线路 绿洲家园-红梅公交中心站 一元 巴士公司
55路◎ 五星新新村-徐祥湾-金家塘[五新路]-蒋家塘[五新路]-芦墅广景园-机械新村[新市路]-绝缘材料厂-常柴技校-龙船浜-红星新村-金色新城-西横街-新世纪商城-南大街-苏宁电器-九洲服装城-劳动路晋陵路(九洲百脑汇)-电脑城-同济桥东-龙游路[劳动中路]-朝阳新村(常州福利院)-牌楼弄-兆丰花苑-高家弄-白家桥:{      } 城区线路 五星新新村-白家桥 一元 一汽公司
56路◎ 白荡河公交中心站[回车场]-荆川里小区[紫荆东路]-锦阳花园-荆川路-荆川东园-荣亨逸都-清潭花苑-清潭西站-清潭新村(激光医院)-清潭东站(永红医院)-紫阳花园-中天体育馆-广化街-苏宁电器-南大街-新世纪商城-健身路西横街-西上园-西新桥[东]-北新巷小区-芦墅桥-西新桥三村-邵家塘-飞龙立交桥:{      } 城区线路 白荡河公交中心站-飞龙立交桥 一元 一汽公司
69路◎ 淹城公交中心站[回车场]-武进市民广场-农行武进支行-花园街长虹路-新城南都-新天地广场-广电路花园街[东]-邱墅-湖塘乐购[定安东路]-湖塘实验中学-定安路星火路-定安路火炬路-采菱家园-杨区-新胜村-通济西-通济-留道-高田村-集装箱厂-遥观花园广场-遥观镇-遥观卫生院-遥观广电站-今创集团-遥观公交站:{      } 城区线路 淹城公交中心站-遥观公交站 一元 五汽公司
69-1路◎ 淹城公交中心站[回车场]-武进市民广场-农行武进支行-花园街长虹路-新城南都-新天地广场-广电路花园街[东]-邱墅-湖塘乐购-省武高-和平路人民路(时代家具城)-阳湖综合市场-人民路降子路-人民路星火路-人民路火炬路-菱港大桥-永宁寺[人民东路]-人民路江村路-人民路常遥路-遥观工业园-广电东路[遥观工业大道]-留道-高田村-集装箱厂-遥观花园广场-遥观镇-遥观卫生院-遥观广电站-今创集团-遥观公交站:{      } 城区线路 淹城公交中心站-遥观公交站 一元 五汽公司
74路◎ 湖塘乐购[回车场]-省武高-和平路人民路(时代家具城)-武进社区学院-东风桥(新时空服装城)-花园街人民路-花园街定安路-湖塘湾里小区-花园街广电路-新天地广场-新城南都-花园街长虹路-农行武进支行-花园街延政路-湖塘锦绣小学-府南路-纺织学院-邢村-北庙桥-轻工学院西门-鸣凰[兰陵南路]-兴隆街[鸣凰]-大沿桥-南河花园(长三角模具城)-兰陵南路龙门路(智思工业园)-兰陵南路阳湖路-兰陵南路龙盘路-兰陵南路龙惠路-武进大道兰陵南路-南夏墅[南塘路]-南夏墅幼儿园-南夏墅派出所-南苑小区公交中心站:{      } 城区线路 湖塘乐购-南苑小区公交中心站 一元 五汽公司
